Time(s),Thrust(N)
20.61,31917.22036
20.64,31800.8165
20.67,31714.49284
20.7,31633.56261
20.73,31553.16038
20.76,31322.16285
20.79,31239.92417
20.82,31123.86697
20.85,31041.8945
20.88,30961.33862
20.91,30881.30944
20.94,30651.14727
20.97,30564.75842
21.0,30452.15713
21.03,30371.42647
21.06,30291.22582
21.09,30211.7685
21.12,30134.77786
21.15,30044.18849
21.18,29935.90356
21.21,29703.06103
21.24,29623.22449
21.27,29544.37873
21.3,29467.73967
21.33,29372.97932
21.36,29269.06584
21.39,29036.83192
21.42,28957.36931
21.45,28879.14158
21.48,28802.85734
21.51,28703.91658
21.54,28604.38885
21.57,28524.72555
21.6,28445.58889
21.63,28367.93024
21.66,28140.10355
21.69,28036.96604
21.72,27941.83401
21.75,27862.5392
21.78,27783.76984
21.81,27555.05788
21.84,27479.47005
21.87,27372.12085
21.9,27281.3978
21.93,27202.46772
21.96,27124.06186
21.99,27047.61263
22.02,26972.33626
22.05,26860.7287
22.08,26623.08569
22.11,26544.52392
22.14,26466.48512
22.17,26390.63694
22.2,26313.23942
22.23,26199.8658
22.26,25966.89399
22.29,25888.69772
22.32,25811.02314
22.35,25735.77186
22.38,25654.12495
22.41,25542.01002
22.44,25463.65071
22.47,25385.77919
22.5,25157.74978
22.53,25083.0069
22.56,24997.09661
22.59,24889.46359
22.62,24811.43525
22.65,24583.36259
22.68,24506.74321
22.71,24432.35395
22.74,24342.174
22.77,24239.01019
22.8,24161.35385
22.83,24084.22012
22.86,24008.1744
22.89,23783.84547
22.92,23689.38437
22.95,23590.70521
22.98,23513.42344
23.01,23436.66315
23.04,23361.22957
23.07,23137.49127
23.1,23038.73898
23.13,22944.56292
23.16,22867.65607
23.19,22791.26951
23.22,22716.44211
23.25,22643.07546
23.28,22539.9742
23.31,22300.5628
23.34,22224.02704
23.37,22148.01035
23.4,22073.78636
23.43,22000.77354
23.46,21743.83579
23.49,21658.70186
23.52,21582.53609
23.55,21506.88814
23.58,21433.25697
23.61,21359.47928
23.64,21248.82053
23.67,21168.18591
23.7,20943.13966
23.73,20867.85218
23.76,20794.81597
23.79,20716.69067
23.82,20606.38198
23.85,20530.29904
23.88,20305.84712
23.91,20230.9444
23.94,20158.4714
23.97,20075.97816
24.0,19970.13576
24.03,19894.50984
24.06,19819.40236
24.09,19596.37454
24.12,19524.25821
24.15,19437.39358
24.18,19336.12472
24.21,19260.86659
24.24,19037.62106
24.27,18963.93276
24.3,18892.17069
24.33,18800.91724
24.36,18704.24108
24.39,18629.36651
24.42,18555.00813
24.45,18333.66346
24.48,18262.26056
24.51,18166.6098
24.54,18074.54306
24.57,18000.04134
24.6,17926.05462
24.63,17705.54856
24.66,17634.50717
24.69,17534.44712
24.72,17447.01534
24.75,17372.90175
24.78,17299.30194
24.81,17227.40504
24.84,17008.96097
24.87,16904.47796
24.9,16821.68855
24.93,16747.94749
24.96,16674.71893
24.99,16603.4209
25.02,16384.51681
25.05,16276.64254
25.08,16198.51726
25.11,16125.15736
25.14,16052.30867
25.17,15981.60533
25.2,15758.47694
25.23,15650.95308
25.26,15577.50112
25.29,15504.51263
25.32,15432.06916
25.35,15361.92657
25.38,15134.56467
25.41,15031.76591
25.44,14958.6419
25.47,14886.03098
25.5,14814.19754
25.53,14744.42039
25.56,14512.81446
25.59,14414.71159
25.62,14341.96838
25.65,14269.73715
25.68,14198.51236
25.71,14146.02927
25.74,13523.22493
25.77,13279.32733
25.8,13091.54482
25.83,12905.88293
25.86,12724.00841
25.89,12547.04793
25.92,11935.21442
25.95,11704.7533
25.98,11524.61269
26.01,11346.47822
26.04,11171.88449
26.07,11002.01381
26.1,10410.98116
26.13,10184.13841
26.16,10011.15508
26.19,9840.07225
26.22,9671.83944
26.25,9508.6408
26.28,8947.43369
26.31,8715.22369
26.34,8548.96588
26.37,8384.51066
26.4,8221.82942
26.43,8064.86606
26.46,7541.67268
26.49,7304.87571
26.52,7136.0303
26.55,6977.93293
26.58,6821.52059
26.61,6669.03286
26.64,6519.45891
26.67,5962.20886
26.7,5769.40675
26.73,5617.10098
26.76,5466.39877
26.79,5317.81154
26.82,5173.67848
26.85,4671.31865
26.88,4453.32247
26.91,4301.1345
26.94,4155.88488
26.97,4012.13963
27.0,3871.69225
27.03,3398.21413
27.06,3220.34002
27.09,3028.63296
27.12,2888.54584
27.15,2749.89317
27.18,2612.65368
27.21,2479.37698
27.24,2019.2193
27.27,1832.7718
27.3,1662.22036
27.33,1528.29584
27.36,1395.72177
27.39,1264.47799
27.42,815.04384
27.45,690.86755
27.48,506.3064
27.51,347.06324
27.54,219.14076
27.57,92.48963
